id,name,price,fuel,color,mileage,page_hit,page_favs,registered,CD changer,sunroof,suspension,address,year
16378975,M16 GDI 블루세이버,1100,가솔린,쥐색,36500,745,1,2014-09-11,no,no,no,서울,2011
16547125,M16 GDI 디럭스,1109,가솔린,흰색,30000,222,0,2014-10-11,no,no,yes,서울,2011
16527627,M16 GDI 디럭스,940,가솔린,빨간색,66817,160,1,2014-10-07,no,no,no,서울,2010
16530173,M16 GDI 프리미엄,1230,가솔린,흰색,11155,272,1,2014-10-08,no,yes,no,서울,2012
16372422,M16 GDI 럭셔리,1180,가솔린,흰색,14000,223,2,2014-09-04,no,yes,no,서울,2011
16474527,M16 GDI 프리미어,1160,가솔린,은색,61242,195,0,2014-09-26,no,no,no,서울,2011
16564154,M16 GDI 디럭스,940,가솔린,빨간색,60000,50,0,2014-10-15,no,no,no,서울,2010
16462943,M16 GDI 탑,1480,가솔린,흰색,42704,619,0,2014-09-24,no,yes,no,서울,2012
16514622,M16 GDI 프리미어,1350,가솔린,흰색,27000,108,0,2014-10-04,no,yes,no,서울,2011
16184365,LPI M16 모던,1290,LPG,쥐색,17000,1438,2,2014-07-25,no,no,no,서울,2012
16323302,M16 GDI 프리미어,1220,가솔린,은색,18896,1225,0,2014-08-27,no,no,no,서울,2012
16460653,M16 GDI 럭셔리,1300,가솔린,검정색,26000,195,1,2014-09-24,yes,yes,no,서울,2011
16555257,M16 GDI 프리미어,1190,가솔린,은색,44344,75,0,2014-10-15,no,no,no,경기,2010
16521823,M16 GDI 탑,1250,가솔린,흰색(크리미화이트),50000,396,1,2014-10-06,no,no,no,인천,2011
16561971,M16 GDI 프리미어,1370,가솔린,은색,23294,42,0,2014-10-14,no,no,no,서울,2012
16435245,LPI M16 럭셔리,1070,가솔린,흰색,26014,545,1,2014-09-20,no,no,no,서울,2011
16445769,M16 GDI 프리미어,1275,가솔린,흰색,50000,443,1,2014-09-21,no,no,no,서울,2011
15980784,M16 GDI 프리미어,1100,가솔린,검정색,57160,21,0,2014-10-18,no,yes,no,서울,2010
16415232,M16 GDI 프리미어,1240,가솔린,쥐색,55000,525,3,2014-09-16,yes,no,no,서울,2011
16492670,M16 GDI 에비뉴,1480,가솔린,검정색,14000,138,0,2014-09-30,no,no,no,서울,2013
16573963,M16 GDI 프리미어,1330,가솔린,흰색,28000,32,0,2014-10-17,no,no,no,서울,2012
16409281,M16 GDI 럭셔리,1050,가솔린,진주색,17000,818,1,2014-09-14,no,no,no,서울,2012
16539951,M16 GDI 디럭스,1150,가솔린,흰색,34596,102,0,2014-10-10,no,no,no,서울,2011
16441270,M16 GDI 에비뉴,1130,가솔린,쥐색,14000,527,1,2014-09-20,no,no,no,서울,2013
16490524,M16 GDI 럭셔리,1240,가솔린,흰색,51000,32,0,2014-09-30,no,no,no,서울,2011
16560154,M16 GDI 디럭스,1030,가솔린,은색,50111,44,0,2014-10-14,no,no,no,서울,2011
16527381,M16 GDI 럭셔리,930,가솔린,은색,48117,330,1,2014-10-07,no,yes,no,서울,2011
16540742,LPI M16 스마트,1240,LPG,은색,53750,74,0,2014-10-10,no,no,no,서울,2013
15930772,M16 GDI 럭셔리,1120,가솔린,은색,55614,2856,6,2014-06-07,no,no,no,서울,2011
