id,name,price,fuel,color,mileage,page_hit,page_favs,registered,CD changer,sunroof,suspension,address,year
16609908,프레스티지,1430,가솔린,진주색,34000,579,0,2014-10-24,no,yes,yes,부산,2012
16639296,에코플러스,1380,가솔린,진주색,7000,23,0,2014-11-02,no,no,yes,인천,2013
16472841,노블레스,1410,가솔린,검정색,50000,467,0,2014-09-26,no,no,yes,서울,2012
16574047,디럭스,1050,가솔린,흰색,12000,1282,2,2014-10-17,yes,no,yes,인천,2012
16636239,트렌디,1390,가솔린,흰색,27200,35,0,2014-10-30,no,no,yes,대전,2013
16650178,노블레스,1580,가솔린,진주색,15905,108,1,2014-11-03,no,yes,yes,부산,2012
16649162,트렌디,1460,가솔린,흰색,12000,22,0,2014-11-02,no,no,yes,경기,2013
16529801,트렌디,1500,가솔린,흰색(스노우화이트펄),5022,1076,2,2014-10-07,no,no,yes,전북,2014
16607472,노블레스,1570,가솔린,흰색,18000,126,0,2014-10-25,no,yes,yes,경기,2013
16423110,노블레스,1580,가솔린,흰색,24878,2298,6,2014-09-22,no,no,no,대전,2012
16619966,트렌디,1290,가솔린,진주색,25000,521,0,2014-10-27,no,no,no,경기,2013
16498177,트렌디,1550,가솔린,진주색,7000,699,3,2014-10-02,no,no,no,경기,2014
16641357,노블레스,1420,가솔린,흰색,43652,37,0,2014-10-31,no,yes,yes,경기,2012
16481321,트렌디,1470,가솔린,흰색,20649,1052,1,2014-09-28,no,yes,no,부산,2013
16622270,노블레스,1490,가솔린,진주색,35512,87,1,2014-10-28,no,yes,yes,경기,2012
